time [s],m [kg],Uint energy [J],m_dot vent [kg/s],U int energy solids [J],Q_amb [W],Q_iHEX [W],u_int h2 [J/kg],h H2 [J/kg],T H2 [K],rho H2 [kg/m3],P H2 [Pa],T solids [K],Q oHEX [W]
4252,111.183225,28922396.98,0,365344.8224,25,6220.117195,260132.7401,316880.5094,36.13520579,35.24367612,2000000,36.13666573,26015.25303
4253,111.159842,28921207.11,0,365369.3185,25,6219.729959,260176.7562,316936.4627,36.13614351,35.23626398,2000000,36.13760069,26014.6935
4254,111.1364589,28920015.54,0,365393.8157,25,6219.343403,260220.7756,316992.4243,36.13708126,35.22885184,2000000,36.13853566,26014.13389
4255,111.1130758,28918822.27,0,365418.3143,25,6218.957525,260264.7983,317048.3942,36.13801906,35.22143971,2000000,36.13947064,26013.57419
4256,111.0896928,28917627.31,0,365442.8141,25,6218.572326,260308.8242,317104.3724,36.1389569,35.21402757,2000000,36.14040563,26013.0144
4257,111.0663097,28916430.66,0,365467.3151,25,6218.187804,260352.8534,317160.3589,36.13989478,35.20661544,2000000,36.14134062,26012.45454
4258,111.0429266,28915232.3,0,365491.8175,25,6217.803961,260396.8859,317216.3538,36.1408327,35.1992033,2000000,36.14227562,26011.89459
4259,111.0195436,28914032.26,0,365516.3212,25,6217.420795,260440.9217,317272.3569,36.14177065,35.19179116,2000000,36.14321063,26011.33456
4260,110.9961605,28912830.52,0,365540.8262,25,6217.038307,260484.9608,317328.3684,36.14270866,35.18437903,2000000,36.14414564,26010.77444
4261,110.9727775,28911627.08,0,365565.3325,25,6216.656495,260529.0031,317384.3883,36.1436467,35.17696689,2000000,36.14508067,26010.21425
4262,110.9493944,28910421.96,0,365589.8402,25,6216.27536,260573.0488,317440.4164,36.14458479,35.16955475,2000000,36.14601571,26009.65396
4263,110.9260113,28909215.14,0,365614.3492,25,6215.894901,260617.0978,317496.453,36.14552292,35.16214262,2000000,36.14695075,26009.0936
4264,110.9026283,28908006.63,0,365638.8596,25,6215.515119,260661.1501,317552.4979,36.14646109,35.15473048,2000000,36.14788581,26008.53315
4265,110.8792452,28906796.43,0,365663.3714,25,6215.136012,260705.2057,317608.5513,36.14739932,35.14731835,2000000,36.14882088,26007.97262
4266,110.8558621,28905584.53,0,365687.8845,25,6214.757581,260749.2647,317664.613,36.14833758,35.13990621,2000000,36.14975596,26007.412
4267,110.8324791,28904370.95,0,365712.3991,25,6214.379825,260793.327,317720.6831,36.14927589,35.13249407,2000000,36.15069106,26006.8513
4268,110.809096,28903155.68,0,365736.9152,25,6214.002743,260837.3926,317776.7616,36.15021425,35.12508194,2000000,36.15162616,26006.29051
4269,110.7857129,28901938.72,0,365761.4326,25,6213.626337,260881.4616,317832.8485,36.15115265,35.1176698,2000000,36.15256128,26005.72964
4270,110.7623299,28900720.06,0,365785.9516,25,6213.250605,260925.534,317888.9439,36.15209111,35.11025767,2000000,36.15349642,26005.16869
4271,110.7389468,28899499.72,0,365810.472,25,6212.875546,260969.6097,317945.0477,36.15302961,35.10284553,2000000,36.15443157,26004.60765
4272,110.7155637,28898277.69,0,365834.9938,25,6212.501162,261013.6888,318001.16,36.15396816,35.09543339,2000000,36.15536673,26004.04653
4273,110.6921807,28897053.98,0,365859.5172,25,6212.12745,261057.7713,318057.2807,36.15490676,35.08802126,2000000,36.15630191,26003.48532
4274,110.6687976,28895828.57,0,365884.0421,25,6211.754412,261101.8571,318113.4099,36.1558454,35.08060912,2000000,36.15723711,26002.92403
4275,110.6454145,28894601.48,0,365908.5685,25,6211.382047,261145.9463,318169.5476,36.1567841,35.07319698,2000000,36.15817232,26002.36265
4276,110.6220315,28893372.71,0,365933.0964,25,6211.010354,261190.039,318225.6938,36.15772285,35.06578485,2000000,36.15910755,26001.80119
4277,110.5986484,28892142.24,0,365957.6259,25,6210.639334,261234.135,318281.8484,36.15866165,35.05837271,2000000,36.1600428,26001.23964
4278,110.5752653,28890910.1,0,365982.1569,25,6210.268985,261278.2344,318338.0116,36.15960051,35.05096058,2000000,36.16097807,26000.67801
4279,110.5518823,28889676.26,0,366006.6895,25,6209.899308,261322.3373,318394.1833,36.16053941,35.04354844,2000000,36.16191335,26000.1163
4280,110.5284992,28888440.75,0,366031.2237,25,6209.530303,261366.4435,318450.3635,36.16147837,35.0361363,2000000,36.16284866,25999.55449
4281,110.5051161,28887203.54,0,366055.7595,25,6209.161968,261410.5532,318506.5522,36.16241738,35.02872417,2000000,36.16378398,25998.99261
4282,110.4817331,28885964.66,0,366080.297,25,6208.794304,261454.6664,318562.7495,36.16335645,35.02131203,2000000,36.16471932,25998.43063
4283,110.45835,28884724.09,0,366104.836,25,6208.427311,261498.7829,318618.9554,36.16429557,35.0138999,2000000,36.16565469,25997.86857
4284,110.4349669,28883481.84,0,366129.3767,25,6208.060988,261542.903,318675.1698,36.16523475,35.00648776,2000000,36.16659008,25997.30643
4285,110.4115839,28882237.91,0,366153.919,25,6207.695335,261587.0264,318731.3928,36.16617398,34.99907562,2000000,36.16752548,25996.7442
4286,110.3882008,28880992.29,0,366178.4631,25,6207.330351,261631.1533,318787.6244,36.16711327,34.99166349,2000000,36.16846091,25996.18188
4287,110.3648177,28879745,0,366203.0087,25,6206.966037,261675.2837,318843.8645,36.16805262,34.98425135,2000000,36.16939637,25995.61948
4288,110.3414347,28878496.02,0,366227.5561,25,6206.602391,261719.4176,318900.1133,36.16899203,34.97683922,2000000,36.17033184,25995.057
4289,110.3180516,28877245.36,0,366252.1052,25,6206.239415,261763.5549,318956.3707,36.16993149,34.96942708,2000000,36.17126734,25994.49442
4290,110.2946685,28875993.02,0,366276.6561,25,6205.877106,261807.6957,319012.6367,36.17087101,34.96201494,2000000,36.17220286,25993.93176
4291,110.2712855,28874739.01,0,366301.2086,25,6205.515466,261851.8401,319068.9113,36.17181059,34.95460281,2000000,36.17313841,25993.36902
4292,110.2479024,28873483.31,0,366325.7629,25,6205.154494,261895.9879,319125.1946,36.17275023,34.94719067,2000000,36.17407399,25992.80618
4293,110.2245193,28872225.94,0,366350.319,25,6204.794189,261940.1392,319181.4865,36.17368993,34.93977853,2000000,36.17500959,25992.24326
4294,110.2011363,28870966.88,0,366374.8768,25,6204.434551,261984.294,319237.7871,36.1746297,34.9323664,2000000,36.17594521,25991.68026
4295,110.1777532,28869706.15,0,366399.4364,25,6204.07558,262028.4523,319294.0964,36.17556952,34.92495426,2000000,36.17688086,25991.11716
4296,110.1543701,28868443.75,0,366423.9979,25,6203.717276,262072.6142,319350.4143,36.17650941,34.91754213,2000000,36.17781654,25990.55399
4297,110.1309871,28867179.66,0,366448.5611,25,6203.359638,262116.7796,319406.741,36.17744935,34.91012999,2000000,36.17875225,25989.99072
4298,110.107604,28865913.9,0,366473.1262,25,6203.002667,262160.9485,319463.0763,36.17838937,34.90271785,2000000,36.17968799,25989.42737
4299,110.0842209,28864646.47,0,366497.6931,25,6202.646361,262205.1209,319519.4203,36.17932944,34.89530572,2000000,36.18062375,25988.86393
4300,110.0608379,28863377.35,0,366522.2618,25,6202.29072,262249.2969,319575.7731,36.18026958,34.88789358,2000000,36.18155954,25988.3004
4301,110.0374548,28862106.57,0,366546.8324,25,6201.935745,262293.4765,319632.1346,36.18120979,34.88048145,2000000,36.18249537,25987.73678
4302,110.0140717,28860834.11,0,366571.4049,25,6201.581434,262337.6596,319688.5048,36.18215006,34.87306931,2000000,36.18343122,25987.17308
4303,109.9906887,28859559.97,0,366595.9793,25,6201.227788,262381.8463,319744.8838,36.1830904,34.86565717,2000000,36.1843671,25986.60929
4304,109.9673056,28858284.16,0,366620.5556,25,6200.874806,262426.0365,319801.2715,36.1840308,34.85824504,2000000,36.18530302,25986.04541
4305,109.9439226,28857006.68,0,366645.1338,25,6200.522489,262470.2304,319857.668,36.18497127,34.8508329,2000000,36.18623897,25985.48145
4306,109.9205395,28855727.52,0,366669.714,25,6200.170835,262514.4278,319914.0733,36.18591181,34.84342076,2000000,36.18717494,25984.9174
4307,109.8971564,28854446.7,0,366694.2961,25,6199.819844,262558.6288,319970.4873,36.18685242,34.83600863,2000000,36.18811096,25984.35326
4308,109.8737734,28853164.2,0,366718.8801,25,6199.469516,262602.8334,320026.9102,36.18779309,34.82859649,2000000,36.189047,25983.78903
4309,109.8503903,28851880.03,0,366743.4661,25,6199.119851,262647.0416,320083.3418,36.18873384,34.82118436,2000000,36.18998308,25983.22471
4310,109.8270072,28850594.18,0,366768.0541,25,6198.770849,262691.2534,320139.7823,36.18967466,34.81377222,2000000,36.19091919,25982.66031
4311,109.8036242,28849306.67,0,366792.6441,25,6198.422509,262735.4688,320196.2316,36.19061554,34.80636008,2000000,36.19185534,25982.09581
4312,109.7802411,28848017.49,0,366817.2361,25,6198.07483,262779.6879,320252.6897,36.1915565,34.79894795,2000000,36.19279152,25981.53123
4313,109.756858,28846726.64,0,366841.8301,25,6197.727814,262823.9106,320309.1567,36.19249753,34.79153581,2000000,36.19372774,25980.96656
4314,109.733475,28845434.12,0,366866.4262,25,6197.381458,262868.1369,320365.6326,36.19343863,34.78412368,2000000,36.19466399,25980.4018
4315,109.7100919,28844139.93,0,366891.0243,25,6197.035764,262912.3669,320422.1172,36.19437981,34.77671154,2000000,36.19560028,25979.83696
4316,109.6867088,28842844.07,0,366915.6244,25,6196.69073,262956.6005,320478.6108,36.19532105,34.7692994,2000000,36.19653661,25979.27202
4317,109.6633258,28841546.54,0,366940.2267,25,6196.346357,263000.8377,320535.1133,36.19626238,34.76188727,2000000,36.19747297,25978.707
4318,109.6399427,28840247.35,0,366964.831,25,6196.002644,263045.0787,320591.6246,36.19720377,34.75447513,2000000,36.19840937,25978.14188
4319,109.6165596,28838946.49,0,366989.4374,25,6195.659591,263089.3233,320648.1449,36.19814524,34.74706299,2000000,36.19934581,25977.57668
4320,109.5931766,28837643.96,0,367014.0459,25,6195.317197,263133.5715,320704.674,36.19908679,34.73965086,2000000,36.20028229,25977.01139
4321,109.5697935,28836339.77,0,367038.6565,25,6194.975462,263177.8235,320761.2121,36.20002842,34.73223872,2000000,36.20121881,25976.44601
4322,109.5464104,28835033.91,0,367063.2693,25,6194.634387,263222.0791,320817.7591,36.20097012,34.72482659,2000000,36.20215537,25975.88054
4323,109.5230274,28833726.39,0,367087.8842,25,6194.293969,263266.3384,320874.315,36.2019119,34.71741445,2000000,36.20309197,25975.31498
4324,109.4996443,28832417.2,0,367112.5013,25,6193.954211,263310.6015,320930.8799,36.20285375,34.71000231,2000000,36.20402861,25974.74933
4325,109.4762612,28831106.35,0,367137.1206,25,6193.61511,263354.8682,320987.4538,36.20379569,34.70259018,2000000,36.20496529,25974.18359
4326,109.4528782,28829793.83,0,367161.742,25,6193.276667,263399.1386,321044.0366,36.2047377,34.69517804,2000000,36.20590201,25973.61776
4327,109.4294951,28828479.65,0,367186.3656,25,6192.938882,263443.4128,321100.6285,36.2056798,34.68776591,2000000,36.20683877,25973.05184
4328,109.406112,28827163.81,0,367210.9915,25,6192.601753,263487.6907,321157.2293,36.20662197,34.68035377,2000000,36.20777558,25972.48584
4329,109.382729,28825846.3,0,367235.6196,25,6192.265281,263531.9723,321213.8391,36.20756422,34.67294163,2000000,36.20871243,25971.91974
4330,109.3593459,28824527.13,0,367260.2499,25,6191.929466,263576.2576,321270.4579,36.20850656,34.6655295,2000000,36.20964933,25971.35355
4331,109.3359628,28823206.3,0,367284.8824,25,6191.594308,263620.5467,321327.0857,36.20944898,34.65811736,2000000,36.21058626,25970.78727
4332,109.3125798,28821883.81,0,367309.5172,25,6191.259805,263664.8396,321383.7226,36.21039148,34.65070523,2000000,36.21152325,25970.2209
4333,109.2891967,28820559.66,0,367334.1543,25,6190.925957,263709.1362,321440.3684,36.21133407,34.64329309,2000000,36.21246027,25969.65444
4334,109.2658136,28819233.84,0,367358.7937,25,6190.592765,263753.4365,321497.0234,36.21227673,34.63588095,2000000,36.21339735,25969.08789
4335,109.2424306,28817906.37,0,367383.4353,25,6190.260228,263797.7407,321553.6874,36.21321949,34.62846882,2000000,36.21433447,25968.52125
4336,109.2190475,28816577.24,0,367408.0793,25,6189.928346,263842.0486,321610.3605,36.21416232,34.62105668,2000000,36.21527163,25967.95452
4337,109.1956644,28815246.45,0,367432.7256,25,6189.597118,263886.3603,321667.0426,36.21510525,34.61364454,2000000,36.21620884,25967.3877
4338,109.1722814,28813914,0,367457.3742,25,6189.266545,263930.6757,321723.7338,36.21604826,34.60623241,2000000,36.2171461,25966.82079
4339,109.1488983,28812579.89,0,367482.0252,25,6188.936625,263974.995,321780.4342,36.21699135,34.59882027,2000000,36.21808341,25966.25379
4340,109.1255152,28811244.12,0,367506.6785,25,6188.607359,264019.3181,321837.1436,36.21793453,34.59140814,2000000,36.21902076,25965.68669
4341,109.1021322,28809906.7,0,367531.3342,25,6188.278745,264063.645,321893.8622,36.2188778,34.583996,2000000,36.21995817,25965.11951
4342,109.0787491,28808567.62,0,367555.9923,25,6187.950785,264107.9757,321950.5898,36.21982116,34.57658386,2000000,36.22089562,25964.55223
4343,109.055366,28807226.88,0,367580.6527,25,6187.623477,264152.3102,322007.3267,36.22076461,34.56917173,2000000,36.22183312,25963.98486
4344,109.031983,28805884.49,0,367605.3156,25,6187.296822,264196.6485,322064.0726,36.22170815,34.56175959,2000000,36.22277067,25963.4174
4345,109.0085999,28804540.44,0,367629.9809,25,6186.970819,264240.9907,322120.8277,36.22265177,34.55434746,2000000,36.22370827,25962.84985
4346,108.9852169,28803194.73,0,367654.6486,25,6186.645467,264285.3367,322177.592,36.22359549,34.54693532,2000000,36.22464593,25962.28221
4347,108.9618338,28801847.37,0,367679.3188,25,6186.320767,264329.6866,322234.3655,36.2245393,34.53952318,2000000,36.22558363,25961.71447
4348,108.9384507,28800498.36,0,367703.9914,25,6185.996717,264374.0403,322291.1481,36.2254832,34.53211105,2000000,36.22652139,25961.14665
4349,108.9150677,28799147.69,0,367728.6665,25,6185.673319,264418.3978,322347.94,36.22642719,34.52469891,2000000,36.2274592,25960.57873
4350,108.8916846,28797795.37,0,367753.344,25,6185.350571,264462.7593,322404.741,36.22737128,34.51728677,2000000,36.22839706,25960.01072
4351,108.8683015,28796441.39,0,367778.024,25,6185.028473,264507.1246,322461.5513,36.22831546,34.50987464,2000000,36.22933497,25959.44262
4352,108.8449185,28795085.76,0,367802.7066,25,6184.707025,264551.4937,322518.3707,36.22925973,34.5024625,2000000,36.23027294,25958.87442
4353,108.8215354,28793728.48,0,367827.3916,25,6184.386226,264595.8668,322575.1995,36.2302041,34.49505037,2000000,36.23121096,25958.30613
4354,108.7981523,28792369.55,0,367852.0792,25,6184.066077,264640.2438,322632.0374,36.23114856,34.48763823,2000000,36.23214904,25957.73775
4355,108.7747693,28791008.97,0,367876.7693,25,6183.746576,264684.6246,322688.8846,36.23209312,34.48022609,2000000,36.23308717,25957.16928
4356,108.7513862,28789646.73,0,367901.4619,25,6183.427724,264729.0094,322745.7411,36.23303778,34.47281396,2000000,36.23402535,25956.60072
4357,108.7280031,28788282.85,0,367926.1571,25,6183.109521,264773.398,322802.6069,36.23398253,34.46540182,2000000,36.23496359,25956.03206
4358,108.7046201,28786917.31,0,367950.8549,25,6182.791965,264817.7906,322859.4819,36.23492738,34.45798969,2000000,36.23590189,25955.46331
4359,108.681237,28785550.13,0,367975.5553,25,6182.475057,264862.1871,322916.3662,36.23587233,34.45057755,2000000,36.23684024,25954.89447
4360,108.6578539,28784181.29,0,368000.2582,25,6182.158796,264906.5875,322973.2598,36.23681738,34.44316541,2000000,36.23777865,25954.32553
4361,108.6344709,28782810.81,0,368024.9637,25,6181.843182,264950.9919,323030.1628,36.23776252,34.43575328,2000000,36.23871712,25953.7565
4362,108.6110878,28781438.67,0,368049.6719,25,6181.528215,264995.4002,323087.075,36.23870777,34.42834114,2000000,36.23965565,25953.18738
4363,108.5877047,28780064.89,0,368074.3827,25,6181.213894,265039.8124,323143.9966,36.23965312,34.420929,2000000,36.24059423,25952.61816
4364,108.5643217,28778689.47,0,368099.0961,25,6180.90022,265084.2286,323200.9276,36.24059856,34.41351687,2000000,36.24153287,25952.04885
4365,108.5409386,28777312.39,0,368123.8121,25,6180.587191,265128.6488,323257.8679,36.24154411,34.40610473,2000000,36.24247157,25951.47945
4366,108.5175555,28775933.67,0,368148.5309,25,6180.274807,265173.0729,323314.8175,36.24248977,34.3986926,2000000,36.24341033,25950.90995
4367,108.4941725,28774553.3,0,368173.2522,25,6179.963069,265217.501,323371.7766,36.24343552,34.39128046,2000000,36.24434915,25950.34036
4368,108.4707894,28773171.28,0,368197.9763,25,6179.651975,265261.9331,323428.745,36.24438138,34.38386832,2000000,36.24528803,25949.77068
4369,108.4474063,28771787.62,0,368222.703,25,6179.341526,265306.3692,323485.7228,36.24532734,34.37645619,2000000,36.24622698,25949.2009
4370,108.4240233,28770402.32,0,368247.4325,25,6179.031721,265350.8092,323542.71,36.2462734,34.36904405,2000000,36.24716598,25948.63103
4371,108.4006402,28769015.36,0,368272.1647,25,6178.722559,265395.2533,323599.7066,36.24721957,34.36163192,2000000,36.24810504,25948.06106
4372,108.3772571,28767626.77,0,368296.8995,25,6178.414041,265439.7014,323656.7126,36.24816585,34.35421978,2000000,36.24904417,25947.491
4373,108.3538741,28766236.53,0,368321.6371,25,6178.106166,265484.1534,323713.7281,36.24911223,34.34680764,2000000,36.24998335,25946.92085
4374,108.330491,28764844.65,0,368346.3775,25,6177.798934,265528.6095,323770.753,36.25005872,34.33939551,2000000,36.2509226,25946.3506
4375,108.3071079,28763451.12,0,368371.1206,25,6177.492344,265573.0696,323827.7874,36.25100532,34.33198337,2000000,36.25186191,25945.78025
4376,108.2837249,28762055.95,0,368395.8665,25,6177.186397,265617.5338,323884.8312,36.25195203,34.32457124,2000000,36.25280129,25945.20982
4377,108.2603418,28760659.14,0,368420.6151,25,6176.881091,265662.002,323941.8845,36.25289884,34.3171591,2000000,36.25374073,25944.63928
4378,108.2369587,28759260.69,0,368445.3665,25,6176.576427,265706.4742,323998.9473,36.25384576,34.30974696,2000000,36.25468023,25944.06866
4379,108.2135757,28757860.59,0,368470.1207,25,6176.272403,265750.9505,324056.0195,36.2547928,34.30233483,2000000,36.2556198,25943.49793
4380,108.1901926,28756458.86,0,368494.8778,25,6175.969021,265795.4308,324113.1013,36.25573994,34.29492269,2000000,36.25655943,25942.92712
4381,108.1668095,28755055.48,0,368519.6376,25,6175.666278,265839.9152,324170.1926,36.25668719,34.28751055,2000000,36.25749913,25942.3562
4382,108.1434265,28753650.46,0,368544.4002,25,6175.364176,265884.4037,324227.2934,36.25763456,34.28009842,2000000,36.25843889,25941.78519
4383,108.1200434,28752243.8,0,368569.1657,25,6175.062714,265928.8962,324284.4037,36.25858204,34.27268628,2000000,36.25937872,25941.21409
4384,108.0966603,28750835.51,0,368593.934,25,6174.761891,265973.3928,324341.5236,36.25952963,34.26527415,2000000,36.26031862,25940.64289
4385,108.0732773,28749425.57,0,368618.7052,25,6174.461707,266017.8936,324398.653,36.26047733,34.25786201,2000000,36.26125858,25940.0716
4386,108.0498942,28748014,0,368643.4793,25,6174.162161,266062.3984,324455.792,36.26142515,34.25044987,2000000,36.26219861,25939.50021
4387,108.0265112,28746600.79,0,368668.2562,25,6173.863254,266106.9073,324512.9405,36.26237308,34.24303774,2000000,36.2631387,25938.92872
4388,108.0031281,28745185.94,0,368693.0359,25,6173.564985,266151.4203,324570.0986,36.26332112,34.2356256,2000000,36.26407886,25938.35714
4389,107.979745,28743769.45,0,368717.8186,25,6173.267353,266195.9374,324627.2664,36.26426929,34.22821347,2000000,36.2650191,25937.78546
4390,107.956362,28742351.32,0,368742.6042,25,6172.970358,266240.4587,324684.4437,36.26521757,34.22080133,2000000,36.26595939,25937.21369
4391,107.9329789,28740931.56,0,368767.3927,25,6172.674,266284.984,324741.6306,36.26616596,34.21338919,2000000,36.26689976,25936.64182
4392,107.9095958,28739510.16,0,368792.184,25,6172.378279,266329.5136,324798.8272,36.26711447,34.20597706,2000000,36.2678402,25936.06986
4393,107.8862128,28738087.13,0,368816.9784,25,6172.083194,266374.0472,324856.0333,36.2680631,34.19856492,2000000,36.26878071,25935.49779
4394,107.8628297,28736662.46,0,368841.7756,25,6171.788744,266418.585,324913.2492,36.26901185,34.19115278,2000000,36.26972128,25934.92564
4395,107.8394466,28735236.15,0,368866.5758,25,6171.49493,266463.1269,324970.4746,36.26996072,34.18374065,2000000,36.27066193,25934.35338
4396,107.8160636,28733808.22,0,368891.3789,25,6171.20175,266507.673,325027.7098,36.27090971,34.17632851,2000000,36.27160264,25933.78103
4397,107.7926805,28732378.64,0,368916.185,25,6170.909205,266552.2233,325084.9546,36.27185882,34.16891638,2000000,36.27254343,25933.20858
4398,107.7692974,28730947.44,0,368940.994,25,6170.617294,266596.7778,325142.2091,36.27280805,34.16150424,2000000,36.27348428,25932.63604
4399,107.7459144,28729514.59,0,368965.8061,25,6170.326017,266641.3364,325199.4732,36.2737574,34.1540921,2000000,36.27442521,25932.0634
4400,107.7225313,28728080.12,0,368990.6211,25,6170.035373,266685.8992,325256.7471,36.27470687,34.14667997,2000000,36.27536621,25931.49066
4401,107.6991482,28726644.01,0,369015.439,25,6169.745362,266730.4662,325314.0307,36.27565647,34.13926783,2000000,36.27630728,25930.91782
4402,107.6757652,28725206.28,0,369040.26,25,6169.455983,266775.0374,325371.324,36.27660619,34.1318557,2000000,36.27724842,25930.34489
4403,107.6523821,28723766.91,0,369065.084,25,6169.167237,266819.6128,325428.6271,36.27755603,34.12444356,2000000,36.27818964,25929.77186
4404,107.628999,28722325.9,0,369089.911,25,6168.879122,266864.1924,325485.9398,36.27850599,34.11703142,2000000,36.27913092,25929.19873
4405,107.605616,28720883.27,0,369114.741,25,6168.591638,266908.7762,325543.2624,36.27945609,34.10961929,2000000,36.28007228,25928.6255
4406,107.5822329,28719439.01,0,369139.574,25,6168.304785,266953.3643,325600.5947,36.2804063,34.10220715,2000000,36.28101371,25928.05218
4407,107.5588498,28717993.11,0,369164.4101,25,6168.018562,266997.9565,325657.9367,36.28135665,34.09479501,2000000,36.28195522,25927.47876
4408,107.5354668,28716545.59,0,369189.2492,25,6167.732969,267042.553,325715.2886,36.28230712,34.08738288,2000000,36.2828968,25926.90524
4409,107.5120837,28715096.44,0,369214.0913,25,6167.448005,267087.1538,325772.6502,36.28325772,34.07997074,2000000,36.28383845,25926.33163
4410,107.4887006,28713645.65,0,369238.9365,25,6167.16367,267131.7588,325830.0216,36.28420844,34.07255861,2000000,36.28478017,25925.75791
4411,107.4653176,28712193.24,0,369263.7847,25,6166.879964,267176.3681,325887.4029,36.2851593,34.06514647,2000000,36.28572197,25925.1841
4412,107.4419345,28710739.2,0,369288.636,25,6166.596886,267220.9816,325944.7939,36.28611028,34.05773433,2000000,36.28666385,25924.61019
4413,107.4185514,28709283.53,0,369313.4903,25,6166.314435,267265.5994,326002.1948,36.2870614,34.0503222,2000000,36.28760579,25924.03618
4414,107.3951684,28707826.24,0,369338.3477,25,6166.032611,267310.2214,326059.6056,36.28801264,34.04291006,2000000,36.28854782,25923.46207
4415,107.3717853,28706367.32,0,369363.2082,25,6165.751413,267354.8478,326117.0262,36.28896402,34.03549793,2000000,36.28948991,25922.88787
4416,107.3484022,28704906.77,0,369388.0718,25,6165.470841,267399.4784,326174.4566,36.28991552,34.02808579,2000000,36.29043208,25922.31356
4417,107.3250192,28703444.59,0,369412.9384,25,6165.190895,267444.1133,326231.8969,36.29086716,34.02067365,2000000,36.29137433,25921.73916
4418,107.3016361,28701980.79,0,369437.8081,25,6164.911573,267488.7526,326289.3471,36.29181893,34.01326152,2000000,36.29231665,25921.16466
4419,107.278253,28700515.37,0,369462.681,25,6164.632875,267533.3961,326346.8072,36.29277084,34.00584938,2000000,36.29325905,25920.59006
4420,107.25487,28699048.31,0,369487.5569,25,6164.354801,267578.044,326404.2772,36.29372288,33.99843725,2000000,36.29420152,25920.01536
4421,107.2314869,28697579.64,0,369512.4359,25,6164.07735,267622.6961,326461.7571,36.29467505,33.99102511,2000000,36.29514407,25919.44056
4422,107.2081038,28696109.34,0,369537.3179,25,6163.800522,267667.3526,326519.247,36.29562736,33.98361297,2000000,36.29608669,25918.86566
4423,107.1847208,28694637.41,0,369562.2031,25,6163.524315,267712.0134,326576.7467,36.2965798,33.97620084,2000000,36.29702939,25918.29066
4424,107.1613377,28693163.86,0,369587.0914,25,6163.24873,267756.6786,326634.2564,36.29753238,33.9687887,2000000,36.29797216,25917.71556
4425,107.1379546,28691688.69,0,369611.9828,25,6162.973764,267801.3481,326691.7761,36.2984851,33.96137656,2000000,36.29891501,25917.14037
4426,107.1145716,28690211.89,0,369636.8773,25,6162.699419,267846.022,326749.3057,36.29943796,33.95396443,2000000,36.29985794,25916.56507
4427,107.0911885,28688733.48,0,369661.7749,25,6162.425693,267890.7002,326806.8453,36.30039095,33.94655229,2000000,36.30080094,25915.98968
4428,107.0678055,28687253.44,0,369686.6756,25,6162.152584,267935.3828,326864.3949,36.30134408,33.93914016,2000000,36.30174401,25915.41418
4429,107.0444224,28685771.78,0,369711.5793,25,6161.880094,267980.0697,326921.9544,36.30229735,33.93172802,2000000,36.30268716,25914.83858
4430,107.0210393,28684288.49,0,369736.4862,25,6161.60822,268024.7611,326979.524,36.30325077,33.92431588,2000000,36.30363039,25914.26289
4431,106.9976563,28682803.59,0,369761.3962,25,6161.336962,268069.4568,327037.1036,36.30420432,33.91690375,2000000,36.30457369,25913.68709
4432,106.9742732,28681317.07,0,369786.3093,25,6161.066319,268114.1569,327094.6932,36.30515801,33.90949161,2000000,36.30551707,25913.1112
4433,106.9508901,28679828.92,0,369811.2255,25,6160.79629,268158.8614,327152.2928,36.30611184,33.90207948,2000000,36.30646052,25912.5352
4434,106.9275071,28678339.16,0,369836.1447,25,6160.526874,268203.5703,327209.9025,36.30706582,33.89466734,2000000,36.30740405,25911.9591
4435,106.904124,28676847.78,0,369861.0671,25,6160.25807,268248.2837,327267.5222,36.30801994,33.8872552,2000000,36.30834765,25911.38291
4436,106.8807409,28675354.77,0,369885.9925,25,6159.989878,268293.0014,327325.152,36.30897421,33.87984307,2000000,36.30929133,25910.80661
4437,106.8573579,28673860.15,0,369910.921,25,6159.722295,268337.7236,327382.7919,36.30992861,33.87243093,2000000,36.31023508,25910.23021
4438,106.8339748,28672363.91,0,369935.8525,25,6159.455321,268382.4501,327440.4419,36.31088317,33.86501879,2000000,36.31117891,25909.65371
4439,106.8105917,28670866.06,0,369960.7871,25,6159.188954,268427.1812,327498.1019,36.31183786,33.85760666,2000000,36.31212281,25909.07711
4440,106.7872087,28669366.58,0,369985.7248,25,6158.923194,268471.9166,327555.7721,36.31279271,33.85019452,2000000,36.31306678,25908.50041
4441,106.7638256,28667865.49,0,370010.6655,25,6158.658039,268516.6566,327613.4524,36.3137477,33.84278239,2000000,36.31401083,25907.9236
4442,106.7404425,28666362.78,0,370035.6092,25,6158.393486,268561.4009,327671.1428,36.31470284,33.83537025,2000000,36.31495495,25907.3467
4443,106.7170595,28664858.46,0,370060.556,25,6158.129536,268606.1498,327728.8433,36.31565812,33.82795811,2000000,36.31589914,25906.7697
4444,106.6936764,28663352.52,0,370085.5057,25,6157.866185,268650.9031,327786.554,36.31661356,33.82054598,2000000,36.3168434,25906.19259
4445,106.6702933,28661844.96,0,370110.4584,25,6157.603432,268695.6608,327844.2748,36.31756914,33.81313384,2000000,36.31778773,25905.61538
4446,106.6469103,28660335.79,0,370135.4141,25,6157.341276,268740.4231,327902.0058,36.31852487,33.80572171,2000000,36.31873214,25905.03807
4447,106.6235272,28658825,0,370160.3727,25,6157.079712,268785.1899,327959.747,36.31948075,33.79830957,2000000,36.31967661,25904.46066
